original_row_num,url,crawl_time,crawl_status,error_msg,api,package,language,deprecated_in,removed_in,replaced_by,change_type,reason,source
472,https://wg21.link/lwg3022,2025-11-03 17:13:09,success,,"is_convertible<derived*, base*>",meta.rel (Standard C++ Library),C++,,,,Behavior Change,"The trait `is_convertible` gives different results when applied to incomplete types vs. complete types due to their differing behaviors. To avoid one-definition rule (ODR) violations, pointers (and pointers to pointers) should point to complete types, except for pointers to `cv-void`. Additional flexibility may be allowed for pointers to arrays of unknown bound and `cv`-qualified variants of incomplete types.","Library Active Issues List, Issue 3022, Resolved by P1285R0 (adopted in San Diego). Last modified on 2018-11-12."
471,https://wg21.link/lwg2935,2025-11-03 17:13:09,success,,create_directories,filesystem,C++,,,,Behavior Change,Clarification on postcondition and behavior when the path already exists but is not a directory. Needed to ensure cross-platform compatibility and more predictable API behavior.,https://cplusplus.github.io/LWG/issue2935
473,https://wg21.link/lwg3132,2025-11-03 17:13:11,success,,"expects, ensures macros",Standard Library,C++,,C++20,N/A,API Removal,"Macros named 'expects' and 'ensures' were conflicting with contract-attribute-specifiers, and prohibiting such macros ensures consistency and resolves this conflict.",https://cplusplus.github.io/LWG/issues/3132
474,https://wg21.link/lwg3238,2025-11-03 17:13:12,success,,std::function deduction guides,Standard Template Library (STL),C++,,,,Behavior Change,Undefined behavior occurred when `&F::operator()` was well-formed but the type didn't match the required deduction form. Mandating correct SFINAE behavior eliminates ambiguity and ensures consistent behavior.,https://isocpp.org/files/papers/N4849.pdf
475,https://wg21.link/lwg3319,2025-11-03 17:13:12,success,,time_zone,time.zone,C++,,,,Behavior Change,Clarification of reference to specifications to accurately describe the IANA Time Zone database and avoid misleading statements concerning its description.,https://www.ietf.org/rfc/rfc6557.txt
478,https://wg21.link/lwg3023,2025-11-03 17:13:14,success,,std::bind,Standard Library,C++,17,,std::bind along with proper usage of decltype,Behavior Change,"During migration from std::bind1st/std::bind2nd, removed in C++17, to std::bind, the type system may produce inconsistent call wrapper types based on qualifiers and arguments, which could lead to unexpected issues in storing or usage.",https://wandbox.org/permlink/dcXJaITMJCnBWt7R
476,https://wg21.link/lwg3395,2025-11-03 17:13:14,success,,Three-Way Comparison (`<=>` operator),Standard Library,C++,,,,Behavior Change,The definition of comparison needed to accommodate the introduction of the new Three-Way Comparison (`<=>`) operator.,https://eel.is/c++draft/defns.comparison
477,https://wg21.link/lwg2936,2025-11-03 17:13:14,success,,compare,filesystem,C++,N/A,N/A,N/A,Behavior Change,"The path comparison was defined elementwise in the generic format but could lead to information loss during conversion. This would result in inconsistent comparison outcomes and break expected behavioral semantics in specific cases such as redundant directory separators, alternate data streams, and native paths in different platforms (e.g., POSIX, Windows, z/OS). Additionally, proper sorting rules were defined for paths to prevent misordering.",https://cplusplus.github.io/LWG/issues/2936
480,https://wg21.link/lwg3239,2025-11-03 17:13:17,success,,Hidden Friends (function lookup),Standard Library (STL),C++,N/A,N/A,Remarks elements restricting lookup to ADL only,Behavior Change,To restrict entity lookup solely to argument-dependent lookup (ADL) and prevent unqualified or qualified lookup.,https://cplusplus.github.io/LWG/issues/lwg-3239.html
479,https://wg21.link/lwg3133,2025-11-03 17:13:16,success,,numeric.requirements,29.2,C++,C++98,,"Cpp17DefaultConstructible, Cpp17CopyConstructible, Cpp17CopyAssignable, Cpp17Destructible",API Modernization,"The original wording for numeric requirements contained overly restrictive and outdated elements that did not align with modern C++ programming practices, including ambiguities, unnecessary restrictions, and lack of proper equivalence requirements.",Library Active Issues List: Issue 3133: Modernizing numeric type requirements
482,https://wg21.link/lwg3396,2025-11-03 17:13:18,success,,source_location::current,Standard Library,C++,,,,Behavior Change,"Clarified semantics regarding the point of reference for `source_location::current()` in default member initializers and default arguments, addressing ambiguity in normative text.",https://wg21.link/LWG3396
481,https://wg21.link/lwg3320,2025-11-03 17:13:17,success,,span::cbegin/cend,std::span,C++,C++20,,span::begin/end,API Removal,To ensure consistent behavior between std::cbegin/std::ranges::cbegin and span.cbegin. The methods were removed based on discussions within the library evolution working group (LEWG) to avoid inconsistencies caused by `span<T>` providing different results for const-qualified and non-const-qualified types.,https://cplusplus.github.io/LWG/lwg-issues.html#3320
485,https://wg21.link/lwg3137,2025-11-03 17:13:21,success,,__cpp_lib_to_chars,support.limits.general,C++,,,Defined __cpp_lib_to_chars in <charconv>,Behavior Change,"Originally proposed for <utility>, but std::to_chars and std::from_chars were moved to their own header <charconv>. The document was not updated, leading to an incorrect header association for the macro.",https://wg21.link/P0941R2
483,https://wg21.link/lwg2937,2025-11-03 17:13:19,success,,equivalent,filesystem,C++,,,file_identity,Behavior Change,Prior behavior for `equivalent` could result in errors when paths did not exist or when comparing special files such as POSIX FIFOs or NT pipes. This behavior was revised to allow a more consistent and useful result in some cases and led to discussions about introducing an alternative (`file_identity`) for more reliable checks.,https://cplusplus.github.io/LWG/issue2937
486,https://wg21.link/lwg3241,2025-11-03 17:13:22,success,,chrono-spec,time.format,C++,,,,Behavior Change,Ambiguity in 'chrono-spec' grammar because '%' could be interpreted as either a 'literal-char' or a 'conversion-spec'. The grammar was corrected to clarify this distinction by adding '%' as an exception within 'literal-char'.,https://cplusplus.github.io/LWG/lwg-active.html
487,https://wg21.link/lwg3321,2025-11-03 17:13:23,success,,uninitialized_construct_using_allocator,Standard Library,C++,,,construct_at,Behavior Change,The API was updated to use `construct_at` instead of `operator new` to ensure guaranteed elision and follow the NB proposal.,https://cplusplus.github.io/LWG/issue3321
484,https://wg21.link/lwg3024,2025-11-03 17:13:20,success,,variant,std,C++,,,,Behavior Change,"The specification for the copy constructor and copy assignment operator required the functions to not participate in overload resolution unless certain conditions are met. However, C++ lacks a mechanism to achieve this, so these functions were modified to be explicitly defined as deleted unless the requisite conditions hold.",https://cplusplus.github.io/LWG/issue3024
489,https://wg21.link/lwg2938,2025-11-03 17:13:23,success,,basic_string_view::const_iterator,std::string,C++,,,,Behavior Change,To enforce literal type requirements for `const_iterator` in `std::basic_string_view` so that they can be used in `constexpr` functions.,https://cplusplus.github.io/LWG/lwg-active.html#2938
488,https://wg21.link/lwg3397,2025-11-03 17:13:23,success,,ranges::basic_istream_view::iterator,std::ranges,C++,C++17,,iterator_concept,Behavior Change,"The iterator does not meet the C++17 iterator requirements as it is move-only, and therefore it should not provide `iterator_category`. Instead, `iterator_concept` should be provided to align with the updated standards.",https://cplusplus.github.io/LWG/issues/3397
492,https://wg21.link/lwg3242,2025-11-03 17:13:26,success,,std::format,Standard Template Library,C++,,,,Behavior Change,"The grammar for `arg-id` in width and precision was inconsistent with the normative wording. The grammar stated that the `arg-id` in width was not optional, while the wording suggested it should be optional.",Library Working Group (LWG) Issue 3242: https://cplusplus.github.io/LWG/issue3242
493,https://wg21.link/lwg3322,2025-11-03 17:13:27,success,,join_view::base(),Standard Library [range.join.view],C++,,,,API Addition,"The API `join_view` was missing the `base()` member function for retrieving the underlying view, which is consistent with the behavior of other range adaptors that provide a similar member function.",https://en.cppreference.com/w/cpp/utility/arguments (No direct official documentation link was present in the content; original issue reference context is based on LWG Issue 3322.)
491,https://wg21.link/lwg3140,2025-11-03 17:13:26,success,,COMMON_REF,[meta.trans.other],C++,N/A,N/A,XREF,Behavior Change,The original specification of COMMON_REF was nonsensical because a specialization of a class template cannot be a cv-qualified type or reference type. It required changes to make the API implementable.,https://isocpp.org/files/papers/N4762.pdf
490,https://wg21.link/lwg3025,2025-11-03 17:13:25,success,,map/multimap/unordered_map/unordered_multimap (deduction guides),Standard Template Library,C++,,,,Behavior Change,The deduction guides for map-like containers did not support uniform initialization with initializer lists using non-const Key types due to mismatch issues. Dropping the 'const' in deduction guide parameters resolves the issue without loss of functionality.,https://cplusplus.github.io/LWG/issues/3025
495,https://wg21.link/lwg2940,2025-11-03 17:13:28,success,,result_of,Meta Types,C++,C++20,,,API Deprecation,"The general prohibition against specializing type traits no longer exists after moving `result_of` to Annex D, and an explicit exclusion rule was provided. Furthermore, adjustments were needed to improve correctness in scenarios where deprecated trait templates might permit specializations by users.",https://wg21.link/2940 (Library Active Issues List)
497,https://wg21.link/lwg3141,2025-11-03 17:13:30,success,,CopyConstructible,concepts,C++,N4762 (reflects C++20 changes),,copy_constructible (updated wording based on N4849),Behavior Change,The previous wording did not enforce the design intent that CopyConstructible constructions leave the source unchanged. Updated to align with the original design intent and reformulated Constructible concept.,https://cplusplus.github.io/LWG/issues/3141
